c1,c2,stim,isPlural
hat,pins,hatpins,1
hair,pins,hairpins,1
candle,pins,candlepins,1
duck,pins,duckpins,1
stick,pins,stickpins,1
push,pins,pushpins,1
king,pins,kingpins,1
clothes,pins,clothespins,1
tie,pins,tiepins,1
tails,pins,tailspins,1
nine,pins,ninepins,1
cuckoo,pint,cuckoopint,0
blow,pipe,blowpipe,0
pan,pipe,panpipe,0
bag,pipe,bagpipe,0
hose,pipe,hosepipe,0
hawse,pipe,hawsepipe,0
tail,pipe,tailpipe,0
drain,pipe,drainpipe,0
wind,pipe,windpipe,0
stand,pipe,standpipe,0
stove,pipe,stovepipe,0
horn,pipe,hornpipe,0
bag,piper,bagpiper,0
sand,piper,sandpiper,0
sand,pipers,sandpipers,1
bag,pipers,bagpipers,1
bag,pipes,bagpipes,1
wind,pipes,windpipes,1
drain,pipes,drainpipes,1
blow,pipes,blowpipes,1
stove,pipes,stovepipes,1
hose,pipes,hosepipes,1
pan,pipes,panpipes,1
stand,pipes,standpipes,1
tail,pipes,tailpipes,1
horn,pipes,hornpipes,1
stove,piping,stovepiping,0
coal,pit,coalpit,0
turns,pit,turnspit,0
flea,pit,fleapit,0
cock,pit,cockpit,0
saw,pit,sawpit,0
chalk,pit,chalkpit,0
arm,pit,armpit,0
sand,pit,sandpit,0
arm,pits,armpits,1
flea,pits,fleapits,1
sand,pits,sandpits,1
cock,pits,cockpits,1
birth,place,birthplace,0
market,place,marketplace,0
farm,place,farmplace,0
common,place,commonplace,0
show,place,showplace,0
fire,place,fireplace,0
work,place,workplace,0
work,places,workplaces,1
common,places,commonplaces,1
show,places,showplaces,1
fire,places,fireplaces,1
market,places,marketplaces,1
birth,places,birthplaces,1
flood,plain,floodplain,0
flood,plains,floodplains,1
float,plane,floatplane,0
mid,plane,midplane,0
war,plane,warplane,0
tail,plane,tailplane,0
air,plane,airplane,0
sail,plane,sailplane,0
sea,plane,seaplane,0
sail,planes,sailplanes,1
sea,planes,seaplanes,1
air,planes,airplanes,1
war,planes,warplanes,1
sail,planing,sailplaning,0
gang,plank,gangplank,0
gang,planks,gangplanks,1
zoo,plankton,zooplankton,0
egg,plant,eggplant,0
lead,plant,leadplant,0
pie,plant,pieplant,0
house,plant,houseplant,0
house,plants,houseplants,1
egg,plants,eggplants,1
shin,plaster,shinplaster,0
breast,plate,breastplate,0
name,plate,nameplate,0
back,plate,backplate,0
end,plate,endplate,0
book,plate,bookplate,0
face,plate,faceplate,0
fish,plate,fishplate,0
copper,plate,copperplate,0
foot,plate,footplate,0
door,plate,doorplate,0
hot,plate,hotplate,0
bite,plate,biteplate,0
tin,plate,tinplate,0
boiler,plate,boilerplate,0
number,plate,numberplate,0
foot,plates,footplates,1
breast,plates,breastplates,1
name,plates,nameplates,1
book,plates,bookplates,1
hot,plates,hotplates,1
door,plates,doorplates,1
screen,play,screenplay,0
gun,play,gunplay,0
horse,play,horseplay,0
word,play,wordplay,0
sword,play,swordplay,0
ball,player,ballplayer,0
ball,players,ballplayers,1
role,playing,roleplaying,0
screen,plays,screenplays,1
lam,plight,lamplight,0
counter,plot,counterplot,0
snow,plough,snowplough,0
snow,ploughs,snowploughs,1
snow,plow,snowplow,0
snow,plows,snowplows,1
ear,plug,earplug,0
fire,plug,fireplug,0
drain,plug,drainplug,0
fire,plugs,fireplugs,1
ear,plugs,earplugs,1
sugar,plum,sugarplum,0
sugar,plums,sugarplums,1
over,plus,overplus,0
pick,pocket,pickpocket,0
pick,pockets,pickpockets,1
seed,pod,seedpod,0
monkey,pod,monkeypod,0
sickle,pod,sicklepod,0
fringe,pod,fringepod,0
bladder,pod,bladderpod,0
satin,pod,satinpod,0
seed,pods,seedpods,1
stand,point,standpoint,0
flash,point,flashpoint,0
blue,point,bluepoint,0
check,point,checkpoint,0
choke,point,chokepoint,0
pin,point,pinpoint,0
gun,point,gunpoint,0
spear,point,spearpoint,0
end,point,endpoint,0
needle,point,needlepoint,0
well,point,wellpoint,0
silver,point,silverpoint,0
ball,point,ballpoint,0
view,point,viewpoint,0
mid,point,midpoint,0
finger,pointing,fingerpointing,0
blue,points,bluepoints,1
mid,points,midpoints,1
check,points,checkpoints,1
pin,points,pinpoints,1
view,points,viewpoints,1
end,points,endpoints,1
ball,points,ballpoints,1
stand,points,standpoints,1
slow,poke,slowpoke,0
cow,poke,cowpoke,0
slow,pokes,slowpokes,1
cow,pokes,cowpokes,1
ridge,pole,ridgepole,0
flag,pole,flagpole,0
lodge,pole,lodgepole,0
may,pole,maypole,0
tad,pole,tadpole,0
tad,poles,tadpoles,1
ridge,poles,ridgepoles,1
may,poles,maypoles,1
flag,poles,flagpoles,1
black,poll,blackpoll,0
red,poll,redpoll,0
fish,pond,fishpond,0
horse,pond,horsepond,0
mill,pond,millpond,0
mill,ponds,millponds,1
fish,ponds,fishponds,1
corn,pone,cornpone,0
whirl,pool,whirlpool,0
whirl,pools,whirlpools,1
soups,poon,soupspoon,0
desserts,poon,dessertspoon,0
teas,poon,teaspoon,0
tables,poon,tablespoon,0
over,population,overpopulation,0
sun,porch,sunporch,0
zoos,pore,zoospore,0
arches,pore,archespore,0
sea,port,seaport,0
air,port,airport,0
out,port,outport,0
car,port,carport,0
spoils,port,spoilsport,0
car,ports,carports,1
air,ports,airports,1
spoils,ports,spoilsports,1
sea,ports,seaports,1
air,post,airpost,0
bed,post,bedpost,0
mile,post,milepost,0
gate,post,gatepost,0
guide,post,guidepost,0
door,post,doorpost,0
lamp,post,lamppost,0
goal,post,goalpost,0
rudder,post,rudderpost,0
sign,post,signpost,0
finger,post,fingerpost,0
stern,post,sternpost,0
guide,posts,guideposts,1
bed,posts,bedposts,1
mile,posts,mileposts,1
goal,posts,goalposts,1
door,posts,doorposts,1
lamp,posts,lampposts,1
gate,posts,gateposts,1
sign,posts,signposts,1
eyes,pot,eyespot,0
chimney,pot,chimneypot,0
crack,pot,crackpot,0
tea,pot,teapot,0
flower,pot,flowerpot,0
fuss,pot,fusspot,0
sauce,pot,saucepot,0
chamber,pot,chamberpot,0
ink,pot,inkpot,0
stink,pot,stinkpot,0
hots,pot,hotspot,0
honey,pot,honeypot,0
jam,pot,jampot,0
jack,pot,jackpot,0
tali,pot,talipot,0
sex,pot,sexpot,0
stock,pot,stockpot,0
silvers,pot,silverspot,0
suns,pot,sunspot,0
nights,pot,nightspot,0
hot,pot,hotpot,0
coffee,pot,coffeepot,0
suns,pots,sunspots,1
fuss,pots,fusspots,1
chamber,pots,chamberpots,1
crack,pots,crackpots,1
flower,pots,flowerpots,1
tea,pots,teapots,1
stock,pots,stockpots,1
nights,pots,nightspots,1
coffee,pots,coffeepots,1
honey,pots,honeypots,1
jack,pots,jackpots,1
sex,pots,sexpots,1
ten,pounder,tenpounder,0
down,pour,downpour,0
down,pours,downpours,1
eel,pout,eelpout,0
waters,pout,waterspout,0
horn,pout,hornpout,0
waters,pouts,waterspouts,1
tooth,powder,toothpowder,0
gun,powder,gunpowder,0
water,power,waterpower,0
brain,power,brainpower,0
will,power,willpower,0
candle,power,candlepower,0
horse,power,horsepower,0
fire,power,firepower,0
man,power,manpower,0
camel,pox,camelpox,0
cow,pox,cowpox,0
small,pox,smallpox,0
chicken,pox,chickenpox,0
wine,press,winepress,0
letter,press,letterpress,0
cider,press,ciderpress,0
clothes,press,clothespress,0
over,pressure,overpressure,0
lam,preys,lampreys,1
pin,prick,pinprick,0
pin,pricks,pinpricks,1
foot,print,footprint,0
finger,print,fingerprint,0
thumb,print,thumbprint,0
blue,print,blueprint,0
off,print,offprint,0
news,print,newsprint,0
hoof,print,hoofprint,0
over,print,overprint,0
voice,print,voiceprint,0
finger,printing,fingerprinting,0
blue,prints,blueprints,1
over,prints,overprints,1
foot,prints,footprints,1
off,prints,offprints,1
finger,prints,fingerprints,1
over,production,overproduction,0
under,production,underproduction,0
water,proof,waterproof,0
bomb,proof,bombproof,0
water,proofing,waterproofing,0
water,proofs,waterproofs,1
pit,prop,pitprop,0
over,protection,overprotection,0
brew,pub,brewpub,0
brew,pubs,brewpubs,1
powder,puff,powderpuff,0
bell,pull,bellpull,0
homes,pun,homespun,0
cow,puncher,cowpuncher,0
cow,punchers,cowpunchers,1
hush,puppy,hushpuppy,0
cut,purse,cutpurse,0
pen,pusher,penpusher,0
pickle,puss,picklepuss,0
sour,puss,sourpuss,0
sour,pusses,sourpusses,1
through,put,throughput,0
sea,quake,seaquake,0
earth,quake,earthquake,0
earth,quakes,earthquakes,1
hind,quarter,hindquarter,0
head,quarters,headquarters,1
hind,quarters,hindquarters,1
jack,rabbit,jackrabbit,0
jack,rabbits,jackrabbits,1
tail,race,tailrace,0
foot,race,footrace,0
head,race,headrace,0
mill,race,millrace,0
foot,races,footraces,1
mill,races,millraces,1
rick,rack,rickrack,0
toast,rack,toastrack,0
coat,rack,coatrack,0
hitch,rack,hitchrack,0
hay,rack,hayrack,0
hat,rack,hatrack,0
horse,radish,horseradish,0
horse,radishes,horseradishes,1
wash,rag,washrag,0
dish,rag,dishrag,0
dust,rag,dustrag,0
wash,rags,washrags,1
dish,rags,dishrags,1
hand,rail,handrail,0
guard,rail,guardrail,0
guard,rails,guardrails,1
hand,rails,handrails,1
fund,raiser,fundraiser,0
fired,rake,firedrake,0
muck,raking,muckraking,0
pack,rat,packrat,0
musk,rat,muskrat,0
birth,rate,birthrate,0
death,rate,deathrate,0
birth,rates,birthrates,1
under,rating,underrating,0
over,rating,overrating,0
musk,rats,muskrats,1
sting,ray,stingray,0
sun,ray,sunray,0
sting,rays,stingrays,1
ear,reach,earreach,0
over,reaction,overreaction,0
over,reactions,overreactions,1
copy,reader,copyreader,0
proof,reader,proofreader,0
news,reader,newsreader,0
sight,reader,sightreader,0
proof,readers,proofreaders,1
lip,reading,lipreading,0
make,ready,makeready,0
midst,ream,midstream,0
under,reckoning,underreckoning,0
over,reckoning,overreckoning,0
news,reel,newsreel,0
news,reels,newsreels,1
over,refinement,overrefinement,0
cent,refold,centrefold,0
who,rehouse,whorehouse,0
who,rehouses,whorehouses,1
check,rein,checkrein,0
who,remaster,whoremaster,0
grandpa,rent,grandparent,0
grandpa,rents,grandparents,1
hand,rest,handrest,0
back,rest,backrest,0
arm,rest,armrest,0
foot,rest,footrest,0
head,rest,headrest,0
bed,rest,bedrest,0
arm,rests,armrests,1
back,rests,backrests,1
foot,rests,footrests,1
head,rests,headrests,1
spare,rib,sparerib,0
mid,rib,midrib,0
mid,ribs,midribs,1
spare,ribs,spareribs,1
hay,rick,hayrick,0
hay,ricks,hayricks,1
over,ride,override,0
joy,ride,joyride,0
night,rider,nightrider,0
rough,rider,roughrider,0
over,rides,overrides,1
joy,rides,joyrides,1
surf,riding,surfriding,0
loosest,rife,loosestrife,0
oil,rig,oilrig,0
thimble,rig,thimblerig,0
hay,rig,hayrig,0
birth,right,birthright,0
copy,right,copyright,0
birth,rights,birthrights,1
copy,rights,copyrights,1
bull,ring,bullring,0
ear,ring,earring,0
lock,ring,lockring,0
bull,rings,bullrings,1
ear,rings,earrings,1
sun,rise,sunrise,0
sun,rises,sunrises,1
cock,roach,cockroach,0
cock,roaches,cockroaches,1
high,road,highroad,0
cart,road,cartroad,0
cross,road,crossroad,0
rail,road,railroad,0
cross,roads,crossroads,1
rail,roads,railroads,1
high,roads,highroads,1
grave,robber,graverobber,0
bath,robe,bathrobe,0
ward,robes,wardrobes,1
bath,robes,bathrobes,1
sea,robin,searobin,0
bed,rock,bedrock,0
grit,rock,gritrock,0
soap,rock,soaprock,0
sky,rocket,skyrocket,0
sky,rockets,skyrockets,1
bed,rocks,bedrocks,1
silver,rod,silverrod,0
golden,rod,goldenrod,0
ram,rod,ramrod,0
nail,rod,nailrod,0
ram,rods,ramrods,1
jelly,roll,jellyroll,0
pay,roll,payroll,0
bank,roll,bankroll,0
bed,roll,bedroll,0
steam,roller,steamroller,0
steam,rollers,steamrollers,1
log,rolling,logrolling,0
bank,rolls,bankrolls,1
bed,rolls,bedrolls,1
pay,rolls,payrolls,1
jelly,rolls,jellyrolls,1
sun,roof,sunroof,0
sun,roofs,sunroofs,1
work,room,workroom,0
store,room,storeroom,0
green,room,greenroom,0
bed,room,bedroom,0
school,room,schoolroom,0
board,room,boardroom,0
sick,room,sickroom,0
class,room,classroom,0
ball,room,ballroom,0
bar,room,barroom,0
wash,room,washroom,0
sun,room,sunroom,0
lunch,room,lunchroom,0
chat,room,chatroom,0
card,room,cardroom,0
sales,room,salesroom,0
club,room,clubroom,0
home,room,homeroom,0
tap,room,taproom,0
bath,room,bathroom,0
head,room,headroom,0
ward,room,wardroom,0
back,room,backroom,0
play,room,playroom,0
tea,room,tearoom,0
news,room,newsroom,0
house,room,houseroom,0
stock,room,stockroom,0
still,room,stillroom,0
pool,room,poolroom,0
dark,room,darkroom,0
guard,room,guardroom,0
sale,room,saleroom,0
fire,room,fireroom,0
state,room,stateroom,0
show,room,showroom,0
rest,room,restroom,0
coat,room,coatroom,0
cloak,room,cloakroom,0
grill,room,grillroom,0
court,room,courtroom,0
check,room,checkroom,0
guest,room,guestroom,0
strong,room,strongroom,0
store,rooms,storerooms,1
cloak,rooms,cloakrooms,1
ward,rooms,wardrooms,1
sick,rooms,sickrooms,1
back,rooms,backrooms,1
rest,rooms,restrooms,1
class,rooms,classrooms,1
dark,rooms,darkrooms,1
lunch,rooms,lunchrooms,1
bed,rooms,bedrooms,1
play,rooms,playrooms,1
tea,rooms,tearooms,1
guard,rooms,guardrooms,1
court,rooms,courtrooms,1
sale,rooms,salerooms,1
pool,rooms,poolrooms,1
home,rooms,homerooms,1
school,rooms,schoolrooms,1
check,rooms,checkrooms,1
ball,rooms,ballrooms,1
wash,rooms,washrooms,1
bar,rooms,barrooms,1
news,rooms,newsrooms,1
show,rooms,showrooms,1
tap,rooms,taprooms,1
club,rooms,clubrooms,1
sales,rooms,salesrooms,1
board,rooms,boardrooms,1
green,rooms,greenrooms,1
strong,rooms,strongrooms,1
coat,rooms,coatrooms,1
bath,rooms,bathrooms,1
work,rooms,workrooms,1
guest,rooms,guestrooms,1
stock,rooms,stockrooms,1
state,rooms,staterooms,1
hen,roost,henroost,0
beet,root,beetroot,0
briar,root,briarroot,0
tap,root,taproot,0
coral,root,coralroot,0
colic,root,colicroot,0
crinkle,root,crinkleroot,0
blood,root,bloodroot,0
alum,root,alumroot,0
birth,root,birthroot,0
flag,root,flagroot,0
clove,root,cloveroot,0
snake,root,snakeroot,0
ginger,root,gingerroot,0
papoose,root,papooseroot,0
fume,root,fumeroot,0
stone,root,stoneroot,0
putty,root,puttyroot,0
fever,root,feverroot,0
arrow,root,arrowroot,0
red,root,redroot,0
orris,root,orrisroot,0
nerve,root,nerveroot,0
bread,root,breadroot,0
balsam,root,balsamroot,0
bitter,root,bitterroot,0
finger,root,fingerroot,0
squaw,root,squawroot,0
pink,root,pinkroot,0
man,root,manroot,0
long,root,longroot,0
beet,roots,beetroots,1
tap,roots,taproots,1
tow,rope,towrope,0
tight,rope,tightrope,0
tight,ropes,tightropes,1
tow,ropes,towropes,1
rock,rose,rockrose,0
sun,rose,sunrose,0
prim,roses,primroses,1
heart,rot,heartrot,0
turn,round,turnround,0
turn,rounds,turnrounds,1
land,rover,landrover,0
hedge,row,hedgerow,0
hedge,rows,hedgerows,1
penny,royal,pennyroyal,0
hearth,rug,hearthrug,0
hearth,rugs,hearthrugs,1
sheep,run,sheeprun,0
over,run,overrun,0
fun,run,funrun,0
mill,run,millrun,0
fore,runner,forerunner,0
race,runner,racerunner,0
rum,runner,rumrunner,0
gun,runner,gunrunner,0
road,runner,roadrunner,0
road,runners,roadrunners,1
gun,runners,gunrunners,1
gun,running,gunrunning,0
over,runs,overruns,1
bull,rush,bullrush,0
ruck,sack,rucksack,0
pack,sack,packsack,0
grip,sack,gripsack,0
gunny,sack,gunnysack,0
hop,sack,hopsack,0
hop,sacking,hopsacking,0
ruck,sacks,rucksacks,1
gunny,sacks,gunnysacks,1
pack,saddle,packsaddle,0
side,saddle,sidesaddle,0
pack,saddles,packsaddles,1
side,saddles,sidesaddles,1
gaff,sail,gaffsail,0
sky,sail,skysail,0
para,sail,parasail,0
lug,sail,lugsail,0
main,sail,mainsail,0
head,sail,headsail,0
stay,sail,staysail,0
sprit,sail,spritsail,0
top,sail,topsail,0
para,sailing,parasailing,0
top,sails,topsails,1
main,sails,mainsails,1
lug,sails,lugsails,1
name,sake,namesake,0
keep,sake,keepsake,0
name,sakes,namesakes,1
keep,sakes,keepsakes,1
whole,sale,wholesale,0
whole,sales,wholesales,1
green,sand,greensand,0
quick,sand,quicksand,0
quick,sands,quicksands,1
pine,sap,pinesap,0
apple,sauce,applesauce,0
life,saver,lifesaver,0
life,savers,lifesavers,1
life,saving,lifesaving,0
rip,saw,ripsaw,0
jig,saw,jigsaw,0
chain,saw,chainsaw,0
back,saw,backsaw,0
see,saw,seesaw,0
hack,saw,hacksaw,0
split,saw,splitsaw,0
hand,saw,handsaw,0
band,saw,bandsaw,0
buck,saw,bucksaw,0
pit,saw,pitsaw,0
gang,saw,gangsaw,0
fret,saw,fretsaw,0
whip,saw,whipsaw,0
chain,saws,chainsaws,1
buck,saws,bucksaws,1
see,saws,seesaws,1
fret,saws,fretsaws,1
hand,saws,handsaws,1
jig,saws,jigsaws,1
whip,saws,whipsaws,1
hack,saws,hacksaws,1
rip,saws,ripsaws,1
hear,say,hearsay,0
sooth,saying,soothsaying,0
nay,saying,naysaying,0
city,scape,cityscape,0
water,scape,waterscape,0
land,scape,landscape,0
sea,scape,seascape,0
head,scarf,headscarf,0
head,scarves,headscarves,1
high,school,highschool,0
play,school,playschool,0
play,schools,playschools,1
fiber,scope,fiberscope,0
four,score,fourscore,0
under,score,underscore,0
three,score,threescore,0
under,scores,underscores,1
butter,scotch,butterscotch,0
hop,scotch,hopscotch,0
hop,scotches,hopscotches,1
sky,scraper,skyscraper,0
sky,scrapers,skyscrapers,1
back,scratcher,backscratcher,0
wind,screen,windscreen,0
sun,screen,sunscreen,0
silk,screen,silkscreen,0
smoke,screen,smokescreen,0
touch,screen,touchscreen,0
wind,screens,windscreens,1
touch,screens,touchscreens,1
smoke,screens,smokescreens,1
silk,screens,silkscreens,1
sun,screens,sunscreens,1
wood,screw,woodscrew,0
jack,screw,jackscrew,0
thumb,screw,thumbscrew,0
cork,screw,corkscrew,0
air,screw,airscrew,0
set,screw,setscrew,0
thumb,screws,thumbscrews,1
cork,screws,corkscrews,1
set,screws,setscrews,1
play,script,playscript,0
type,script,typescript,0
type,scripts,typescripts,1
golden,seal,goldenseal,0
under,seal,underseal,0
country,seat,countryseat,0
back,seat,backseat,0
love,seat,loveseat,0
back,seats,backseats,1
under,secretary,undersecretary,0
mid,section,midsection,0
mid,sections,midsections,1
black,seed,blackseed,0
rape,seed,rapeseed,0
moon,seed,moonseed,0
pumpkin,seed,pumpkinseed,0
bird,seed,birdseed,0
cotton,seed,cottonseed,0
drop,seed,dropseed,0
oil,seed,oilseed,0
tick,seed,tickseed,0
flax,seed,flaxseed,0
worm,seed,wormseed,0
hay,seed,hayseed,0
heart,seed,heartseed,0
oil,seeds,oilseeds,1
hay,seeds,hayseeds,1
cotton,seeds,cottonseeds,1
sight,seeing,sightseeing,0
place,seeker,placeseeker,0
over,seer,overseer,0
sight,seer,sightseer,0
over,seers,overseers,1
sight,seers,sightseers,1
dam,selfish,damselfish,0
best,seller,bestseller,0
slop,seller,slopseller,0
book,seller,bookseller,0
under,seller,underseller,0
book,sellers,booksellers,1
best,sellers,bestsellers,1
god,send,godsend,0
god,sends,godsends,1
man,servant,manservant,0
maid,servant,maidservant,0
men,servants,menservants,1
maid,servants,maidservants,1
time,server,timeserver,0
time,servers,timeservers,1
head,set,headset,0
bone,set,boneset,0
mind,set,mindset,0
off,set,offset,0
sun,set,sunset,0
quick,set,quickset,0
hand,set,handset,0
gear,set,gearset,0
summer,set,summerset,0
hand,sets,handsets,1
mind,sets,mindsets,1
off,sets,offsets,1
sun,sets,sunsets,1
head,sets,headsets,1
type,setter,typesetter,0
bone,setter,bonesetter,0
pace,setter,pacesetter,0
pace,setters,pacesetters,1
type,setters,typesetters,1
toad,shade,toadshade,0
sun,shade,sunshade,0
night,shade,nightshade,0
lamp,shade,lampshade,0
eye,shade,eyeshade,0
lamp,shades,lampshades,1
night,shades,nightshades,1
sun,shades,sunshades,1
eye,shadow,eyeshadow,0
mine,shaft,mineshaft,0
crank,shaft,crankshaft,0
drive,shaft,driveshaft,0
cam,shaft,camshaft,0
crank,shafts,crankshafts,1
cam,shafts,camshafts,1
egg,shake,eggshake,0
milk,shake,milkshake,0
hand,shake,handshake,0
head,shake,headshake,0
bone,shaker,boneshaker,0
salt,shaker,saltshaker,0
salt,shakers,saltshakers,1
bone,shakers,boneshakers,1
hand,shaking,handshaking,0
head,shaking,headshaking,0
hind,shank,hindshank,0
red,shank,redshank,0
green,shank,greenshank,0
sheep,shank,sheepshank,0
spindle,shanks,spindleshanks,1
plough,share,ploughshare,0
plow,share,plowshare,0
plow,shares,plowshares,1
card,sharp,cardsharp,0
card,sharper,cardsharper,0
card,sharpers,cardsharpers,1
card,sharps,cardsharps,1
spoke,shave,spokeshave,0
draw,shave,drawshave,0
sheep,shearing,sheepshearing,0
cow,shed,cowshed,0
water,shed,watershed,0
wood,shed,woodshed,0
tool,shed,toolshed,0
blood,shed,bloodshed,0
water,sheds,watersheds,1
wood,sheds,woodsheds,1
cow,sheds,cowsheds,1
work,sheet,worksheet,0
main,sheet,mainsheet,0
ground,sheet,groundsheet,0
pay,sheet,paysheet,0
news,sheet,newssheet,0
spread,sheet,spreadsheet,0
broad,sheet,broadsheet,0
broad,sheets,broadsheets,1
work,sheets,worksheets,1
ground,sheets,groundsheets,1
spread,sheets,spreadsheets,1
book,shelf,bookshelf,0
lamp,shell,lampshell,0
sea,shell,seashell,0
cockle,shell,cockleshell,0
moon,shell,moonshell,0
tortoise,shell,tortoiseshell,0
clam,shell,clamshell,0
egg,shell,eggshell,0
nut,shell,nutshell,0
bomb,shell,bombshell,0
egg,shells,eggshells,1
nut,shells,nutshells,1
bomb,shells,bombshells,1
cockle,shells,cockleshells,1
sea,shells,seashells,1
tortoise,shells,tortoiseshells,1
book,shelves,bookshelves,1
pot,sherd,potsherd,0
wind,shield,windshield,0
gum,shield,gumshield,0
over,shielding,overshielding,0
wind,shields,windshields,1
